predictors interp Dz Dt z_max normalisation metric linkage n_clusters CHindex
0 0 2 1 2 0 1 3 2 0.003003847988332708
0 0 1 1 1 1 1 5 4 0.5651493336889559
0 0 2 1 0 0 2 3 1 0.3166749479030574
1 1 2 0 1 0 3 0 3 0.4892072002604733
1 0 1 0 1 1 0 0 2 0.7465648324274874
1 0 2 0 1 1 2 4 5 0.8947232913530438
1 0 2 0 0 1 0 2 5 0.6935118009406477
1 0 0 1 2 0 2 5 2 0.6740186843564302
0 0 0 0 2 0 1 3 5 0.0003782346713501332
1 0 0 2 0 0 2 3 0 0.0019487767018269836
1 1 2 0 3 0 1 2 5 0.8175034692642771
0 0 1 0 1 1 2 0 5 0.5333495650300104
1 1 1 2 3 0 0 0 4 0.39681860858610707
1 0 1 0 1 1 1 2 1 0.8297976691416384
0 0 0 1 3 1 3 5 2 0.3598566106038375
0 0 2 2 1 0 2 2 0 0.41089785517267524
0 1 0 1 2 0 3 0 2 0.4505785105680542
0 1 2 0 2 1 0 2 3 0.7905155617340145
0 1 2 2 2 0 0 5 0 0.38418742972625214
0 1 2 4 3 0 0 5 4 0.5112696663886259
1 0 1 2 2 0 0 2 2 0.2818806308315082
0 1 1 0 3 1 3 5 2 0.6116002662309336
0 0 2 1 0 1 3 3 1 0.27856510400761847
0 1 1 0 3 0 2 0 0 0.22940761278654367
1 0 2 2 2 1 2 0 0 0.16400043271958628
0 0 1 1 1 0 2 2 1 0.6610991045986659
0 1 0 1 1 0 3 0 3 0.4645932312967418
0 0 1 1 0 0 1 2 2 0.6330082253769622
0 0 0 1 0 1 2 0 1 0.6675680332941386
0 1 3 3 2 1 3 5 1 3.120410655640724
0 0 2 0 0 1 1 0 3 0.5986957973078652
1 0 2 1 1 1 0 0 3 1.0164547809000195
0 0 2 1 3 1 0 5 0 0.10107340613646376
1 1 0 0 1 0 2 5 3 0.6005505434516075
1 1 2 1 2 1 2 4 1 0.9499748429016232
1 0 2 0 3 0 3 3 4 0.00072531339432176
0 1 1 2 0 1 3 5 3 1.1142931227946495
0 0 2 2 3 1 3 0 0 0.04262219809205907
1 1 2 4 1 1 2 5 1 0.5350293066355434
1 1 2 2 1 1 2 0 2 0.966138525371874
0 1 0 1 3 0 2 1 3 0.4330959236779113
1 1 2 4 0 0 0 0 5 0.6227800747853564
1 0 1 0 3 0 0 3 3 0.00026992873767282073
0 1 2 1 3 1 1 0 4 0.7937711522271104
1 1 0 1 2 0 2 1 5 0.5026022936282551
1 1 0 0 2 1 3 0 0 0.22529055058763126
0 1 1 2 1 1 1 0 1 0.7865125034863801
0 1 0 1 3 1 1 5 1 0.37249824166917633
1 1 0 1 3 1 0 0 0 1.6816757286467692
1 1 0 4 1 0 0 3 2 9.723016851383657e-05
0 1 2 4 3 0 3 3 0 0.00022952372838170787
1 1 1 4 1 0 2 3 4 0.00024557166981047736
1 1 1 4 3 1 2 0 1 1.1005000380546428
1 1 1 2 1 0 2 1 2 0.4995407600635862
1 0 0 1 1 0 2 0 5 0.5077610252305808
0 1 0 0 2 1 1 2 1 0.2816423281045839
1 0 0 0 2 1 3 3 2 0.00011193681527210942
0 1 0 4 3 0 1 5 4 0.47943248226809265
1 0 3 3 2 1 3 5 4 0.8304209193874262
0 0 0 1 2 1 3 3 5 0.0017106831468909
1 1 1 1 2 1 3 5 1 0.6895864479623266
1 0 2 0 1 0 1 2 5 0.564303614414369
1 1 0 1 2 0 0 5 3 0.3305093146094463
0 1 2 4 0 0 1 3 4 0.16191037038578182
0 1 1 4 3 1 3 3 2 0.00022012205161526396
1 0 1 1 0 0 3 2 1 0.6492379934134126
0 1 2 2 0 0 0 3 2 0.3072978751096761
0 1 1 4 3 0 1 3 5 0.00022930146799463077
0 1 2 0 1 1 1 0 5 0.7485471550654533
0 1 2 1 0 1 1 0 2 0.7208306121837305
0 0 2 2 3 0 0 2 3 0.48158049787256263
0 1 2 2 0 1 1 0 4 1.0558137261814582
0 0 0 1 1 1 2 3 0 0.010860351681993636
0 1 1 0 1 1 3 3 5 0.001443746018491273
1 1 0 1 1 1 2 5 3 0.7188543104257489
1 1 1 0 1 1 3 5 0 0.2696758223776271
1 1 2 1 2 1 2 4 4 1.061343567197625
1 1 0 0 0 1 0 5 4 0.820409272358404
0 0 0 0 3 0 3 2 3 0.5030038462520537
0 1 1 2 2 0 2 0 1 0.6330068308294642
1 1 2 1 2 1 3 2 2 1.1681748604894604
1 0 2 0 1 1 1 2 4 0.9252482329392161
1 0 0 1 0 0 2 1 3 0.5113116490555399
0 0 0 1 0 1 1 0 4 0.7774289923466375
0 0 0 0 3 1 1 5 0 0.49249398230568575
1 1 2 1 0 1 2 3 2 0.1519487004111
1 1 2 2 1 1 2 3 5 0.052664300074026456
0 0 0 2 3 1 0 3 4 0.007326413309807419
0 0 2 2 0 0 3 3 5 0.13769109863559334
1 1 0 1 0 0 2 2 2 0.7957597338932426
0 1 2 2 0 0 3 3 0 0.8371202778158523
0 1 1 0 2 1 0 2 3 0.9165597754520628
1 1 1 0 1 1 0 5 5 0.7865652558293438
1 1 2 1 1 0 0 0 4 0.5658904456420191
1 0 0 0 2 1 2 0 3 0.6871055863675462
1 1 2 2 1 1 2 1 3 0.9490092730137194
0 0 2 1 3 1 3 5 1 0.5923208307335891
1 1 2 2 2 1 0 3 4 0.044668995451842365
0 0 1 1 2 1 0 0 0 1.5519302382106124
1 0 0 0 3 0 0 3 1 0.0001337074318670231
1 1 0 2 0 1 0 0 4 0.6785558426009609
0 1 2 4 3 1 0 3 0 0.00016542161473359315
1 1 0 0 2 0 1 3 2 0.00011863804716307943
1 0 2 1 2 1 0 3 5 0.02756885542796411
1 1 1 1 3 0 2 3 2 0.013200725951234279
1 1 1 0 1 0 3 0 1 0.7070356715824466
1 0 2 0 3 0 3 2 2 0.535931960800547
1 1 2 4 3 1 1 2 1 1.1971504930618577
0 0 1 2 0 1 2 1 5 0.624252534824791
1 0 2 1 0 0 0 0 2 0.5246744830799097
1 0 0 2 3 0 0 5 0 0.35765567301734036
1 1 2 4 3 0 0 3 0 0.00017877853713368837
0 1 2 4 1 0 2 2 3 0.9723882758847068
1 0 0 2 2 1 3 0 4 0.7537411799688511
0 0 0 1 1 0 2 1 2 0.32835122802987377
1 1 2 4 2 0 0 5 4 0.566037241753469
1 1 2 0 0 0 0 5 2 0.7815092430527131
1 1 1 2 1 1 0 3 2 0.0032247427073780646
1 1 2 0 3 0 2 0 5 0.629449138735003
1 1 1 0 0 0 0 3 4 0.0006135582499686685
1 1 0 1 0 1 3 0 1 0.5389528416763057
0 1 2 4 3 0 1 3 3 0.0003858222904985355
1 1 0 0 2 0 2 5 3 0.41851819765825093
0 1 0 4 0 1 2 3 2 0.0005951415792473284
1 1 0 1 1 1 2 0 3 0.9142601155860363
1 0 0 1 0 1 2 5 0 0.8135023640797733
1 0 0 1 0 0 2 0 3 0.5436436359720923
1 1 0 2 3 0 0 5 2 0.3405009158650093
0 0 2 1 3 1 3 0 5 0.5464785581359213
1 1 0 2 1 0 2 4 3 0.8188787473360393
0 0 1 2 1 1 1 2 5 0.7233608398719819
1 0 0 0 2 0 3 0 3 0.3499131651354888
1 0 2 2 3 1 2 2 3 0.9371705131343849
1 1 1 2 3 0 2 1 5 0.5062061844151942
1 0 1 0 3 1 2 3 1 0.00022953637595240635
0 0 0 1 3 0 2 4 1 0.5722149001427275
1 0 2 0 3 0 2 5 0 0.4145660008034549
1 0 2 1 1 0 3 0 2 0.4899144285590204
1 1 2 1 2 1 2 1 1 0.9495343784910333
1 0 2 1 1 0 3 3 2 0.10508373030942697
0 0 0 1 1 1 1 3 1 0.0012660805482789088
0 1 1 0 2 0 3 0 1 0.49111999065669715
0 1 0 0 1 0 0 3 0 0.00029869747022959545
0 1 1 1 3 1 0 2 2 0.8329269521544134
0 0 1 2 3 0 3 0 3 0.1366290184066965
0 0 1 2 1 1 0 2 5 0.8229739375919003
1 1 0 0 1 1 3 2 2 0.8599935480942456
1 0 0 0 1 0 2 3 5 0.00015910257049699906
1 1 0 2 1 1 1 3 5 0.0006399291879986037
0 1 2 0 2 0 0 5 1 0.5195534733353867
0 0 0 1 1 1 1 5 5 0.646769088399743
0 1 1 2 2 1 2 2 2 0.785267279091835
0 0 0 1 2 1 1 5 0 0.27655996145375933
1 0 3 3 1 1 2 2 4 0.7351005210429867
0 0 2 0 0 0 1 3 1 0.0014301566944790536
0 0 1 0 0 1 0 0 5 0.82531909596385
0 1 0 0 2 1 2 2 1 0.6411058329198634
0 1 2 2 0 0 0 0 4 0.5492021752198983
0 0 1 2 1 0 0 5 2 0.31573941953188694
1 0 1 0 1 1 2 2 3 0.620732411445688
1 1 2 2 0 0 1 3 5 0.10618180541332356
1 0 3 3 1 0 1 3 4 0.0015337761050801392
0 0 1 0 0 0 2 5 4 0.5606812110567791
1 1 2 2 2 1 3 5 2 1.0177365414038688
0 1 0 2 3 0 1 0 2 0.24898842505133217
0 1 1 2 1 1 2 0 5 0.6974919216900954
1 0 2 2 0 1 3 0 3 0.8188227230413503
0 1 0 0 1 1 2 4 0 0.5525935402642103
0 1 0 4 0 0 3 5 5 0.7065594246107675
1 1 1 1 2 0 0 2 2 0.4284634385992115
0 1 2 4 3 0 1 5 5 0.5220510281019071
0 1 0 4 0 0 1 0 2 0.5577861958286966
1 0 3 3 3 1 1 0 4 1.1395365991721866
0 1 2 1 3 1 2 3 4 0.026677739694372978
1 1 1 4 0 0 1 5 5 0.6240968667032825
1 0 0 0 2 1 1 3 0 0.00010445218164994787
1 0 0 2 3 0 1 2 3 0.6500038873486447
0 1 0 1 0 1 2 4 3 1.0310312509268669
0 0 1 0 0 1 0 2 3 0.7537955558361276
0 1 0 4 1 0 0 0 3 0.39766150687476837
0 0 1 2 3 1 2 4 5 0.7406766143258569
1 1 0 1 0 1 1 3 2 0.000623030803485469
0 1 0 4 0 1 2 0 0 0.6796144927681941
0 0 2 2 2 0 1 5 4 0.5476727726206426
1 0 2 2 0 1 2 2 5 0.6192776299624861
0 1 2 1 1 1 2 4 4 0.9707841184598993
0 1 2 0 1 1 1 3 0 0.06449243482888468
1 0 3 3 2 1 2 0 2 0.9041212724513963
0 1 0 0 2 1 2 1 0 0.13534720541365614
1 0 2 1 2 1 2 1 4 0.7083707035462817
0 0 2 1 0 1 2 0 4 0.765159777068394
0 1 0 4 3 0 2 0 4 0.43709809431911717
0 0 0 2 2 0 0 3 4 0.015695398956713014
1 0 0 1 1 1 3 5 1 0.7671570778508803
1 0 3 3 0 1 0 5 1 1.0786258887580438
0 0 1 2 0 0 3 2 2 0.5699091556854743
0 1 1 0 1 1 0 5 2 0.5006090234470171
0 1 2 1 3 1 1 2 5 0.7976652111996787
0 0 1 1 1 1 1 5 3 0.6648283828985524
0 1 0 0 2 1 0 0 0 0.2673493596079946
1 0 2 0 1 1 2 1 2 0.7741862504851595
1 0 0 1 1 1 2 0 4 0.7283601194072736
1 0 1 2 1 0 2 3 3 0.003189536937969942
1 1 2 4 0 0 0 2 0 0.5109451016445348
0 0 2 0 3 1 2 3 0 0.0022191777846345415
0 1 1 2 2 0 0 5 1 0.6115867341847954
1 1 1 2 3 1 3 0 3 1.0965280497671908
1 1 2 1 3 1 0 3 1 0.0111449987021685
1 1 2 0 3 0 1 2 5 0.8175034692642771
1 0 2 0 2 1 0 5 5 0.5350501322319027
1 1 0 4 0 0 2 3 1 0.00010009669476038675
0 1 0 2 1 1 0 0 0 0.45944683527314234
0 0 0 2 0 0 2 5 2 0.7749689758493327
1 1 1 0 2 0 1 5 2 0.5564886473860344
0 1 0 0 3 1 3 3 3 0.00014093691769106215
1 0 1 2 3 1 3 0 2 0.8241234261105793
0 0 0 1 3 1 3 0 4 0.5160925610350767
0 0 3 3 2 0 0 0 4 1.8125744813377558
0 0 2 0 1 0 0 2 1 0.7749282301612055
0 1 1 4 1 1 2 2 3 0.6908829413371932
0 1 1 4 0 1 3 3 5 0.0006446084880130534
1 0 1 1 1 1 3 5 1 0.7137021979584256
1 0 2 2 1 1 3 2 1 0.4696731839347846
0 0 1 1 1 1 0 3 3 0.10697347876604348
1 1 0 2 3 1 0 3 3 0.0007195672633174217
0 1 2 1 0 0 2 5 5 0.7965898596221415
1 1 2 1 0 1 0 3 3 0.018365005079403335
0 1 1 1 2 1 3 2 0 0.27925377153825603
1 1 0 4 1 0 2 1 3 0.37019645867849205
0 1 2 2 3 1 2 2 4 0.6064465454932249
0 1 1 1 0 1 3 2 3 1.0494402974413977
0 1 0 2 2 1 2 1 3 0.567861597250429
1 0 0 1 2 0 2 2 4 0.4263854022749534
1 0 0 1 0 1 2 5 1 0.6545395851560853
1 0 2 2 1 0 3 5 2 0.48556183921583723
0 1 0 4 3 1 2 5 0 0.046354667868694154
1 1 2 1 2 0 3 0 0 0.34923578063007515
1 0 2 0 2 0 1 0 2 0.5738410957677818
0 0 1 0 0 0 0 2 2 0.6713914970094975
0 1 1 0 0 0 2 1 4 0.5125854694815992
0 1 1 1 3 0 2 2 4 0.609543363330571
0 0 2 0 3 0 2 4 2 0.5493037255130375
0 0 1 1 3 1 1 2 0 0.29036282269784697
1 1 2 2 3 1 3 5 4 0.8323079152266819
0 0 0 1 0 1 2 4 1 0.9285181697473672
1 1 1 4 3 0 3 0 1 0.7896054688096413
1 1 0 2 3 1 0 3 1 0.0009423357374058022
0 0 0 0 1 0 2 5 0 0.4370535346819491
0 0 2 1 1 0 3 5 5 0.6382641542792294
1 1 2 4 0 1 2 2 4 0.9955298879284568
1 0 1 2 0 1 3 5 1 0.6816249139841726
0 1 0 4 1 1 3 2 2 0.5902380380525566
1 0 0 1 3 0 0 2 1 0.5175087942053678
0 1 1 1 1 1 0 2 1 0.5305916673958917
0 0 0 1 2 1 1 5 2 0.5380273266240955
1 0 1 1 0 1 3 5 5 0.744375301579911
1 1 2 4 3 1 3 5 4 1.10224807945887
0 1 1 1 2 0 1 3 1 0.03845215067085365
0 0 0 2 2 0 1 5 0 0.32617847088764174
1 0 1 2 1 0 2 4 1 0.6913855633803926
1 0 0 2 2 0 3 2 3 0.4675284365197566
1 0 1 1 2 1 2 2 4 0.8465827132439798
1 1 2 4 3 0 0 2 0 0.17824353548505675
1 1 2 2 2 1 1 2 0 0.592878967179334
1 0 2 1 1 1 3 0 1 0.6817973764622661
0 1 0 0 3 1 2 2 5 0.4254125649937319
0 1 0 0 2 1 1 5 4 0.8191992042464649
1 1 0 2 0 1 2 4 1 0.8280169448982757
1 1 2 1 2 0 3 0 5 0.4990997560218351
1 0 2 0 2 1 2 3 4 0.0004886275808293005
0 0 0 0 1 1 0 0 0 0.41384806352283
0 0 1 2 2 0 1 3 0 0.0017405324029434064
0 1 2 2 3 0 1 2 1 0.4137893810601281
0 0 3 3 2 1 1 0 1 1.9900181278319224
0 0 2 1 3 0 0 5 2 0.4532841807592784
1 0 1 0 1 1 3 3 0 0.000408552823653875
0 1 2 2 2 1 2 1 0 0.2974715823969452
1 0 1 0 0 0 2 3 3 0.000632648917941903
1 0 0 0 3 0 2 0 3 0.49382746365422453
1 1 2 4 0 1 3 0 1 0.9026928608332178
1 1 1 2 1 0 3 3 2 0.0013329804829648267
0 1 1 2 2 0 1 0 2 0.4235260969646303
0 0 1 0 3 0 1 0 5 0.3862127705207255
0 1 1 4 0 0 2 4 0 0.7319794777550443
0 1 2 2 2 0 2 1 1 0.20448026541017203
1 1 1 4 3 1 2 5 4 0.8366352608331417
1 0 1 0 3 1 2 4 2 1.1117725050022162
1 1 1 1 0 1 1 0 5 0.8055223942750386
1 1 2 2 2 0 0 0 5 0.5376058243573313
0 1 1 1 2 1 2 3 2 0.02026489472607904
0 0 0 1 1 0 3 0 2 0.43685663994425744
0 1 2 4 1 0 0 0 0 0.5799063599281803
0 0 1 1 1 0 2 2 0 0.4700585163284158
1 1 2 0 2 0 2 2 1 0.619479638651024
0 0 1 2 0 0 1 3 2 0.002665559663716795
1 1 0 4 1 0 1 3 0 0.00011538539051332282
0 1 1 4 1 1 2 5 3 0.6418962175914842
0 1 0 4 1 0 0 3 2 0.0005399554612845482
1 0 1 0 0 1 1 5 4 0.7164529283977038
1 0 0 1 2 1 1 5 3 0.8023488582826116
0 0 1 1 3 1 3 5 2 0.6138956676118337
0 1 0 1 3 1 2 5 1 0.7510169545851169
1 1 3 3 2 1 0 0 0 0.2230981821976373
0 1 0 2 3 1 0 3 3 0.009250246790550967
0 1 1 4 1 1 2 5 2 0.7459049079847033
0 1 1 0 1 1 1 5 1 0.8080596612828713
0 0 2 2 0 1 3 0 1 1.0187829159283117
1 1 2 0 3 1 3 2 1 1.3660055371417636
1 1 2 0 3 0 1 2 1 0.6519500540073198
0 1 0 4 2 1 2 3 1 0.0004806245760160568
1 1 0 4 0 0 3 5 5 0.5190524600326865
1 0 0 0 0 1 2 1 5 0.5846793310037497
0 0 1 0 0 0 2 3 2 0.0009935828350112511
1 0 2 2 0 1 2 4 0 0.6509225490966851
1 1 0 0 2 0 2 1 5 0.22384476003631504
1 1 1 0 3 0 2 0 4 0.5674540516069481
1 0 0 2 2 0 2 0 0 0.2515932171815928
0 1 0 0 2 0 0 3 3 0.00034894209589443875
1 1 1 0 0 0 3 3 2 0.001144831257482674
0 0 2 1 1 0 3 3 3 0.12845443158088826
1 1 1 4 2 1 2 0 5 0.8408918949687556
1 1 0 0 3 1 2 5 0 1.3231257908608156
1 0 1 2 2 0 3 2 1 0.3731162374344953
1 1 1 4 1 1 2 4 1 0.8638791896553883
1 1 0 2 0 1 3 2 4 0.9232658068185815
0 1 2 1 1 0 3 5 3 0.8309493728573722
0 1 0 1 0 0 0 0 5 0.40873892795664724
0 1 1 2 0 0 3 3 4 0.16299654644578215
1 1 1 4 0 0 2 1 3 0.4653193667509226
0 0 3 3 0 1 3 2 5 0.9458412917325728
1 1 2 2 3 1 2 0 5 1.1499786316202962
0 1 2 1 1 1 2 0 1 0.6754529644852084
0 1 0 2 2 0 3 2 1 0.7157208284887092
1 1 2 2 2 1 0 2 2 0.9660565326895366
0 1 2 1 2 0 1 2 0 0.38227290932142277
0 0 1 1 2 1 1 5 3 2.1941307721492582
1 1 1 2 1 0 2 3 1 0.0013202936983661242
0 1 1 4 2 1 3 5 1 0.7648887447948971
1 0 0 1 0 1 0 0 3 0.933806076461838
1 0 1 1 0 0 2 1 4 0.48351347392989424
0 0 1 0 3 1 1 0 0 0.1061783085794481
1 0 0 2 2 0 1 3 3 0.0006706048676101374
0 0 0 2 2 0 2 1 2 0.44844312265055025
0 1 1 0 3 0 3 2 5 0.5377534498316636
1 0 0 2 1 1 0 3 2 0.0008677126625388318
1 0 2 1 0 0 2 4 1 0.5030567291067889
1 1 2 4 0 0 3 5 5 0.7471502389836788
1 0 2 0 2 0 3 0 3 0.46454371551586354
1 0 1 2 3 1 3 0 1 0.9609663013518857
1 0 1 1 0 0 1 3 5 0.0019105224406906882
0 0 3 3 3 0 2 3 4 0.013314069669511692
1 0 0 0 1 1 3 2 3 0.8292633449907234
1 1 3 3 3 0 2 5 3 0.5529264162416735
1 0 2 0 1 0 2 4 5 0.6371343246545812
1 1 1 2 1 0 1 3 1 0.0013202936983661242
1 0 0 1 1 1 3 0 4 0.8525002195894126
0 1 0 4 2 0 2 4 1 0.7445878556764775
0 1 0 4 2 1 1 3 3 0.00028030715192938366
1 1 2 0 3 0 3 2 2 0.41198154371184315
1 1 0 2 3 1 1 5 1 0.999631724856142
1 0 0 0 2 0 2 5 0 0.24334773194823844
0 1 1 1 2 0 2 2 1 0.48572317654567615
1 1 3 3 2 0 1 0 2 0.8760340290606224
1 1 1 0 0 0 3 2 4 0.781293013685656
1 1 1 1 1 0 2 5 1 0.6537105869761339
1 1 1 1 0 0 3 2 4 0.7374143066530975
1 1 3 3 1 0 2 5 5 0.7935572410162268
1 1 2 2 2 0 3 0 1 0.44641327053719726
1 1 0 1 1 1 2 5 5 0.5682341458521347
1 1 1 1 0 1 2 1 4 0.8265633065970741
0 0 2 1 0 0 3 0 3 0.6398973307811855
1 0 2 2 3 0 0 0 5 0.3751782581329126
0 0 1 0 3 1 2 3 0 0.00033999144832260527
0 1 1 0 2 1 2 3 5 0.0014703392324973074
1 1 2 4 2 1 3 2 2 1.029028450602617
1 0 0 1 0 1 2 1 4 0.6227416700943958
0 0 1 0 1 1 2 4 3 0.8004157088337379
0 1 2 4 0 1 0 3 5 0.0009742910165693408
0 0 3 3 0 0 1 0 2 0.6467898318764153
0 0 0 2 1 0 0 2 3 0.8701372160443952
0 0 0 1 0 0 2 2 0 0.7006120564967849
0 1 0 4 2 1 0 2 3 0.6987358549293865
0 0 1 1 0 1 2 1 3 0.48595949523085014
1 0 0 0 3 1 2 3 2 0.00016631710488677328
1 0 0 1 2 0 2 5 4 0.4732184414287645
1 1 2 1 1 1 3 5 2 0.8472357643288135
0 1 2 1 3 0 2 5 1 0.15536095271608427
0 0 0 2 3 1 3 3 5 0.006092925439285963
0 1 0 2 0 0 1 0 3 0.5702439128674938
1 1 0 4 0 0 0 3 5 0.00010342312025388022
0 0 0 1 0 1 1 5 0 0.6410946977115098
0 1 3 3 2 0 1 2 4 2.826760951732615
1 0 2 2 1 0 2 4 0 0.5712425251857222
1 1 0 0 0 0 0 5 3 0.6108208818567513
0 0 2 2 0 1 3 2 1 0.8606645527205885
1 0 1 1 1 1 2 4 4 0.9108224871350215
0 1 2 4 2 1 3 3 5 0.0009741431944753363
0 1 2 4 2 1 0 0 5 0.5331429882707348
1 0 1 0 2 1 2 4 1 0.8566758034569499
0 1 2 0 3 0 2 3 0 0.0008483461129593842
1 1 1 1 3 1 3 3 3 0.00045000564012808147
1 0 2 2 2 0 0 3 2 0.08569027061594729
1 1 1 0 3 0 2 4 3 0.8681629511043221
0 1 2 0 2 1 1 3 0 0.0005556742614725177
0 1 1 4 0 1 1 2 5 0.8452470191022792
1 0 1 0 3 0 1 0 4 0.5804096651158472
0 0 0 1 0 0 0 3 2 0.004874205724792108
1 1 1 1 1 1 2 1 5 0.6702742268318871
1 0 1 1 1 0 2 4 2 0.6865812393808938
1 1 1 2 3 0 3 5 4 0.6427021688968931
0 1 3 3 0 0 3 0 3 0.8622016859127224
0 0 1 1 0 0 2 4 1 0.8806242668685006
0 1 3 3 1 1 2 4 5 1.1567170411248344
0 1 0 0 3 0 3 0 0 0.22750446060379864
0 0 2 2 0 0 1 2 1 0.7333873053459165
1 1 0 2 3 1 2 5 1 0.8802040606769908
1 0 1 0 3 0 0 3 2 0.0002737026666099887
0 1 1 4 1 1 2 0 1 0.28181428023398
0 0 0 0 2 1 2 0 5 0.43605236947781556
1 0 2 2 3 1 2 5 1 0.8533887134984726
0 0 0 2 3 1 3 2 2 0.48585742856859554
0 0 3 3 3 1 3 3 3 0.012205920447869036
1 1 0 2 1 0 0 5 0 0.3595860127122948
0 1 1 0 1 1 3 0 1 0.6013092005861279
0 1 1 1 2 1 0 3 4 0.012944702799790006
0 1 0 4 1 1 0 3 2 0.0005276165638260093
1 1 0 2 2 1 2 3 3 0.00042474491699318636
1 0 1 1 1 1 1 0 4 0.8053692138882277
1 1 0 4 0 0 0 2 0 0.4584728999681376
1 1 1 1 0 1 3 5 2 0.7770524791082045
1 0 1 0 2 0 2 0 5 0.432278410724324
0 0 0 2 0 0 3 2 3 0.8303134648129364
0 1 1 2 2 0 2 1 4 0.5039813145473894
0 1 3 3 2 1 2 2 0 1.166251469314391
0 1 1 1 2 1 2 0 0 0.28664225333210586
1 1 1 1 3 0 2 5 2 0.6182288100824415
0 1 2 2 1 0 3 3 3 0.15970508243760845
1 1 2 4 3 0 2 0 5 0.6569227742875406
0 0 0 2 3 1 0 0 0 0.12387338413274085
0 1 1 1 0 0 2 1 2 0.6450117107557861
0 1 3 3 0 0 3 3 1 0.050037476523534984
0 1 2 2 1 0 0 5 5 0.6447323846227745
0 0 1 0 1 1 3 2 1 0.7510850264167247
1 1 1 4 1 1 0 5 0 0.2741237812441711
0 1 1 2 2 1 2 1 4 0.6463113740429891
1 1 3 3 2 0 1 3 5 0.0014878657063859104
0 1 0 0 1 1 1 3 2 0.0008530016943112257
1 0 1 2 0 0 2 2 1 0.7828745240931967
0 1 1 4 2 0 3 5 1 0.6127234850100298
1 1 1 2 2 1 0 3 1 0.0005739273795796415
0 1 0 1 2 0 0 2 2 0.38180006949409423
1 1 0 0 0 0 0 3 0 0.000172243937958534
1 0 2 1 1 0 3 2 2 0.6774810877164871
0 1 0 1 2 0 2 4 3 0.8786346791670718
0 0 2 1 1 1 3 2 4 0.6860852586262239
0 0 0 0 1 0 1 5 2 0.6742319687784406
1 0 2 1 3 0 1 2 0 0.8624455605667408
0 1 1 4 2 0 0 0 5 0.45102511576536297
1 1 2 4 0 0 3 2 4 0.7054547019965919
0 0 2 2 1 0 3 3 2 0.16745292908513024
1 1 2 1 2 0 1 0 1 0.4889680337679624
0 1 0 2 2 1 0 0 4 0.6413092771012804
0 0 3 3 3 0 0 3 0 0.0007952098623771073
0 0 2 0 3 0 3 5 1 0.28341929666525867
1 1 0 0 0 1 1 0 5 0.7676392685088652
0 1 2 4 1 1 0 2 4 0.8856720239918896
1 0 2 0 3 1 0 0 1 0.8337439777662224
1 0 1 1 0 1 2 5 5 0.5154017188073181
1 1 2 2 3 0 2 1 4 0.7000379560605425
1 1 0 0 2 1 1 5 2 0.6797933216243548
0 1 1 4 2 1 0 3 4 0.00044892930331813654
1 0 0 1 3 0 2 3 4 0.0005551829268678297
0 1 0 1 3 0 1 0 1 0.34772613451178397
0 1 0 0 1 1 3 0 2 0.42827975489058245
1 1 2 0 0 0 3 3 2 0.0012992821774703244
0 1 1 4 2 0 0 3 3 0.0005702232852264185
1 0 1 0 1 1 2 3 1 0.00028136879589411596
1 0 3 3 0 0 3 0 2 0.8167804183103895
0 0 0 1 1 0 0 5 5 0.5403354505882817
1 0 0 2 0 1 2 2 4 0.8336055244367943
0 0 1 1 2 0 0 3 1 0.0012645555334991037
1 0 0 1 0 0 1 0 5 0.5531075843229442
0 1 2 1 2 1 2 1 5 0.5923189842009678
0 0 2 1 1 1 2 1 4 0.6463846249521603
0 1 0 2 0 0 0 0 1 0.41681703969780765
0 1 3 3 1 1 0 5 1 1.1245602187694195
0 0 0 1 0 1 2 2 2 0.5708820046585388
0 0 1 2 0 0 3 2 1 0.7591330091961673
0 0 1 0 3 0 2 1 5 0.36655001173615526
1 0 0 1 2 1 3 5 5 0.6270490257833249
1 1 2 0 3 0 3 2 1 0.4008066134473191
1 1 1 4 2 1 1 0 1 0.4348878220512984
1 1 0 1 2 0 2 5 0 0.2750551410708555
0 1 2 2 1 0 0 5 1 0.35403687143912044
1 1 1 0 1 1 2 5 4 0.6931369803995945
0 1 2 4 2 1 0 5 1 0.738849158204308
0 1 1 0 2 1 0 3 5 0.0010724991888768957
0 0 1 2 3 0 3 5 5 0.36268590391453115
1 0 0 0 1 0 1 0 2 0.36219235986899473
1 1 1 2 3 1 1 3 5 0.003330009736295908
0 1 2 1 3 1 0 2 4 0.8036689848467179
0 0 3 3 1 1 2 1 0 0.48549615761853937
0 1 1 4 1 1 2 1 3 0.43529702357451167
1 1 1 4 2 1 2 0 2 1.128015442421743
1 0 3 3 0 1 2 2 0 0.6898047797422217
0 0 2 0 2 1 0 0 2 0.5338523211830158
0 1 2 4 1 1 2 4 5 0.9571765949858776
0 1 2 0 2 0 2 0 0 0.38926803845852115
1 1 0 1 0 0 2 4 4 0.7709806431454143
0 1 1 0 3 1 2 5 0 0.045733391030487174
1 0 0 1 2 0 2 5 2 0.6740186843564302
1 0 1 2 3 0 0 2 5 0.3962571219523135
1 0 2 0 3 0 0 5 0 0.06991380274858754
1 1 0 4 0 0 1 3 3 9.636127020607611e-05
0 0 1 2 1 0 3 2 2 0.5431715041909619
